model_number,model_type,precision,precision_std,recall,recall_std,roc_auc,roc_auc_std,accuracy,accuracy_std,f1,f1_std
model_2a,logistic_reg,0.43810788644290477,0.005348300381446412,0.7323529411764707,0.006984601311054921,0.7774484100756409,0.005332539936941303,0.6910535117056856,0.004871074134993153,0.5481902612874442,0.005663969981092876
model_2a,binary_tree,0.734572260622013,0.006619838500985507,0.46465927099841525,0.008474086803398296,0.6890949889906455,0.004062679628646675,0.6289297658862877,0.0047483983555614805,0.5690336456967643,0.007207223465190755
model_2a,xgboost,0.7192927905718438,0.004233130066639049,0.7095087163232964,0.004558016611663394,0.7789020097331109,0.004063641066498665,0.7005016722408026,0.0024279185836630756,0.7142566959609227,0.0018863047880006071
model_2a,rf,0.7205526056268302,0.005411608483488829,0.7410459587955627,0.0038324308082895425,0.7825372003983001,0.004090045485835891,0.7116220735785953,0.004478359529436928,0.730595865205049,0.003665031262872465
