i2_health,age,household_size,cantril_ladder,r1_1,r1_2,protective_behaviour_nomask_scale,week_number,state_New South Wales,state_Northern Territory,state_Queensland,state_South Australia,state_Tasmania,state_Victoria,state_Western Australia,gender_Male,i9_health_Not sure,i9_health_Yes,employment_status_Not working,employment_status_Part time employment,employment_status_Retired,employment_status_Unemployed,i11_health_Not sure,i11_health_Somewhat unwilling,i11_health_Somewhat willing,i11_health_Very unwilling,i11_health_Very willing,WCRex1_Somewhat badly,WCRex1_Somewhat well,WCRex1_Very badly,WCRex1_Very well,WCRex2_A lot of confidence,WCRex2_Don't know,WCRex2_No confidence at all,WCRex2_Not very much confidence,PHQ4_1_N/A,PHQ4_1_Nearly every day,PHQ4_1_Not at all,PHQ4_1_Prefer not to say,PHQ4_1_Several days,PHQ4_2_N/A,PHQ4_2_Nearly every day,PHQ4_2_Not at all,PHQ4_2_Prefer not to say,PHQ4_2_Several days,PHQ4_3_N/A,PHQ4_3_Nearly every day,PHQ4_3_Not at all,PHQ4_3_Prefer not to say,PHQ4_3_Several days,PHQ4_4_N/A,PHQ4_4_Nearly every day,PHQ4_4_Not at all,PHQ4_4_Prefer not to say,PHQ4_4_Several days,d1_comorbidities_No,d1_comorbidities_Prefer_not_to_say,d1_comorbidities_Yes
0.03286927554580873,0.05559666400105609,0.023697420346985538,0.01912020733971288,0.0276170087603161,0.023536748020796014,0.24666320962924435,0.2242577126693111,0.0023335558857630477,0.0,0.10001128953194523,0.0014549388203149536,0.015808483931379506,0.003517386782510918,0.09306715182159417,0.009329467116504491,0.0023958204991926407,0.010373542305355348,0.0025709255819204614,0.003346400795151656,0.003917907229584016,0.002667674910594422,6.34629754340029e-05,0.00018652684155661206,0.0035687029459643155,0.0008424063215334375,0.027148268930452905,0.0032442717193372746,0.005894506562880707,0.004322406310119527,0.003924837762374622,0.0040275539674162865,0.0001477938768742938,0.0016225018760061614,0.0031235479204263076,0.0004381205673639687,0.0010460647621618377,0.003249751129660442,0.0,0.002537641511380019,0.0006594520521812724,0.0015958323285245213,0.0029708068659981923,0.0,0.0030066393565419437,0.0006523867251324684,0.0010379480901803806,0.002482323330175812,0.0,0.0025069795919179572,0.0005220273842867603,0.0007197444689197802,0.004047485021928197,9.248952182507586e-06,0.0027260704260924245,0.0031927966819502752,1.1829835646392139e-05,0.004317271382356721
0.03440440362639451,0.05380119058682179,0.02113348435094122,0.018735011512695927,0.024767502589357608,0.02228798913429104,0.2547590670561144,0.22894339376949788,0.0018136570510178518,8.11938667367079e-06,0.0961800596595366,0.0006152426791467748,0.018909623333512385,0.003027665927992251,0.09411263992485426,0.009169699237681026,0.0026617880404998647,0.006863492103527704,0.002285706599111368,0.002883611799238114,0.003168430206325127,0.001714460454164114,4.0658379937825256e-05,0.0005040274835394405,0.004305807546811515,0.0006894082983773337,0.028429624922864275,0.0028446422333013193,0.005015286576203697,0.004076093366936591,0.004021250899711551,0.0041096220512707145,0.00026224685261224187,0.0023406484611727544,0.003392429987535303,0.0004804244861016665,0.0012276573162595201,0.003297805895537347,0.0,0.002388215973237482,0.0005748492533137815,0.0015481185040960004,0.0034852991227479115,0.0,0.002882804920429899,0.000635532329277885,0.0016519696697215442,0.0024746709506686154,7.262153482914252e-07,0.00238506047041464,0.0005156811588531557,0.0009860742936675217,0.003594310154630936,0.0,0.0022658155692953865,0.0030946713636436415,4.5488039758380184e-05,0.004186838223326335
0.03375494827234163,0.05570684530227296,0.021168076584020114,0.021345034731412024,0.02470682439480242,0.024771370032123513,0.25140923802180626,0.22329312216459365,0.00266105957550849,2.938760264139404e-05,0.09863021648377515,0.002868406141473097,0.015686712902454904,0.006041017529107562,0.08482786917924233,0.009047629391561085,0.002787440526181708,0.010003354427355789,0.0026991326276490975,0.002862263833207708,0.0034863039002504337,0.0016919073488468235,5.381589083754241e-05,8.647102859370597e-05,0.003861358656211399,0.0006869731437074238,0.030135464115604485,0.0035909456737189564,0.006031287017999686,0.0031907363420564648,0.0031578064911137404,0.0034429313203273924,0.00027480804169891925,0.0021786684994630824,0.0033717349252631746,0.0006490888954900106,0.0010484687407327003,0.003262678389702308,0.0,0.0027507903251265077,0.0008553411713737288,0.0014280448059146007,0.003745841321181787,4.015807766155894e-06,0.002539509748162379,0.0008980509035625433,0.0008146166285699753,0.003550328343919566,2.1843141919785843e-06,0.003163748800855666,0.0005748511759589661,0.0011380799117909702,0.003767004027252697,0.0,0.002377203981166942,0.003097323550888885,3.634093889111058e-05,0.004755326098276256
0.033616696267257884,0.05067431018562818,0.023074000060309508,0.020262509360492915,0.0260113307054069,0.022364494086554335,0.25538799185395034,0.22148865471539414,0.001931313050789234,2.95367297701849e-05,0.1018026646310799,0.0008074527489682227,0.016327563765142526,0.002467452300715378,0.09268578511243472,0.008714557383481682,0.002122751807380287,0.00811142523475405,0.0025435590914180536,0.00252670950735495,0.003504347663577924,0.0018487425286628665,3.4184183315820284e-05,0.00011800797981760847,0.003719747126225475,0.0003526551068842158,0.03017202466636595,0.003876594141574977,0.005949687873962062,0.00359940508936339,0.0043179171515925685,0.0036865886776790853,0.00017231090011254739,0.0024392758084706874,0.0031595662016660133,0.0006202523002445886,0.001073490706642682,0.0034992470313629544,7.395329282177605e-06,0.002645460869441934,0.0007881525316516755,0.001226177339250492,0.0039059645650860015,0.0,0.0030082214241034665,0.000684948844063498,0.0013041004758151935,0.0024696109172062516,0.0,0.0032069355662153218,0.000616823511931898,0.0010392377737533179,0.0036639838222228493,0.0,0.0025438150790329473,0.0036796014621085773,4.118408433619397e-06,0.004110648344595837
0.03258383439559312,0.05279229977989939,0.01991858135467768,0.018684170475235753,0.02554417596431576,0.02736881241264495,0.25697669190742184,0.22497910637383306,0.0023884319681975173,1.1524932142901873e-05,0.09809060251450381,0.0010234574780671488,0.015349788749136603,0.002779975805941329,0.09023672974662118,0.008690044932496878,0.002290503424551549,0.008404419977436012,0.0026339439030741768,0.003093172848634797,0.003436516250140877,0.002108177948985512,7.70426552755708e-05,0.0002404599328783767,0.004231910407198674,0.0003709011925857595,0.03141374231067524,0.002806555773088175,0.0056112558962836305,0.0034580501030895406,0.0034164039111063004,0.003588732087644004,0.00036822221718265876,0.002664631916540239,0.003386110018272676,0.0005593709948342844,0.0007457127080870697,0.0034271036124399155,0.0,0.0027402112650101247,0.0009474199549199801,0.0008724479049889376,0.003436101683653024,2.422627563743569e-07,0.002958411535595358,0.0008887696454724784,0.0019102142599610272,0.002825071571457729,0.0,0.0031450559973142233,0.0005507302581868496,0.0007059131157908461,0.0036750169415895022,1.4526251238549428e-05,0.0023509391984601747,0.0033309851969811994,2.938416660657607e-05,0.0038673899092830873
0.03404748047244828,0.05051989207208413,0.021648558122200904,0.01759408032712327,0.026614442201282496,0.023212611206373936,0.25469900357701963,0.22439338223494695,0.0019162359774471428,8.022972220954139e-05,0.10035922188924676,0.0011454997483985444,0.01711535470704713,0.0025118962121207238,0.0978643006867867,0.008104440946128793,0.003023001133910553,0.007832476404240275,0.002667838745695217,0.002823520628514597,0.0034243123292247704,0.002048078165639161,6.129407534472917e-05,0.0002727821537839459,0.0037407446431573254,0.0008714785928239793,0.029509510956386504,0.0026311455631816464,0.004933001363150882,0.0037005361520710887,0.0037774861409934322,0.004563171658629417,0.0001305143523132318,0.0018112287079742311,0.003229141505144593,0.00042011738514028773,0.0014027776830453744,0.0030163840211872056,2.426194686580394e-06,0.00245826783725284,0.000590424242900777,0.0012822776752887367,0.0033085333987427374,0.0,0.003367574286049392,0.0005239920683547868,0.0017310343994521589,0.002718327386030167,1.0014536419961187e-06,0.0025014501129313653,0.0004193544388029468,0.000799279168604135,0.003154323906543383,0.0,0.002508382740523655,0.0030477534569300514,0.00016893530874009948,0.0036994894601068374
0.03420957559467989,0.053182974239095154,0.020868259908862315,0.021835245441463567,0.026888669386369145,0.023242129964489176,0.2569561553611378,0.2248897867189206,0.002195509902516162,8.924081022812424e-05,0.0936207557757248,0.0012059142116772187,0.017775799190217243,0.0038717376535359117,0.0908672736635561,0.008312063577998016,0.0035035397734803956,0.00848132753953873,0.0026518809485554136,0.002761068636174384,0.00403104299813734,0.0016923071934963345,5.851380202657543e-05,0.00020453756772807668,0.004506143289013139,0.0003286013423727375,0.027379402715505926,0.0029519355648959483,0.00564435842210315,0.0035779175160451406,0.003721475126123445,0.003661779676521069,0.0001833934026771119,0.0018090766201193154,0.00354273569278732,0.0005766348990479795,0.0008818757477584015,0.0033435944346098343,0.0,0.0026501240400475254,0.0007831304656723609,0.0011467285609926797,0.0034640802629380078,0.0,0.002945316592971451,0.000744888449170722,0.0017555216862448404,0.002736376508035501,6.960710977774968e-07,0.002649324022421314,0.0005632973696324015,0.0012537227457881852,0.003290721584901485,0.0,0.0023828646121215775,0.0034413657309373858,4.068258485895797e-06,0.004683538729352063
0.03307705437442149,0.05351000262830114,0.022672439670440758,0.01807870129687028,0.02708705944308669,0.025015938955107456,0.25893291989611444,0.221935409120174,0.0020328720010101362,2.894555501405433e-05,0.10014005450419015,0.0006808644363840773,0.017088179947725195,0.0027766744240663287,0.08891556851328239,0.0085839875221401,0.002605427722858272,0.009071484038468264,0.0027820264321911686,0.0024680262238693245,0.003690632779702915,0.0011706560344557637,5.575583896191459e-05,0.00015517999043784616,0.004168739181333305,0.0005664228701268018,0.027541695716034542,0.004383741329869618,0.005674369048858423,0.004493638836242808,0.004363938241340203,0.0030992929452990864,0.0003516798928775839,0.0018830033262578203,0.002658247636055973,0.0005537714893771404,0.0013502250702616743,0.0032400616496157334,0.0,0.0023718616168371064,0.0007747563988964042,0.0008504264680698671,0.003607825464275132,0.0,0.002803412943456946,0.0007997436021462055,0.0016320974360767243,0.0024106570329086646,0.0,0.002759893103461792,0.00043553812531366484,0.0009201653945430494,0.0032354658169946086,0.0,0.0020426156455877597,0.0034169354531749137,3.938842019986452e-05,0.005014528495232384
0.034696210803295775,0.052905818641060136,0.02148346288410143,0.020135055138194514,0.025839233526937806,0.024575169372563953,0.2589954025695826,0.22264502922169338,0.0024880871015713767,3.836847144849603e-05,0.09512423849364078,0.0011585173311962796,0.01701732296115976,0.003385270887632824,0.09197747910361848,0.0077211567778051856,0.0018588543073142822,0.007449020922040538,0.0020618517481876962,0.002907328587910452,0.0028224681930335573,0.0014015379219427671,7.556216783249892e-05,0.0002527201370463397,0.004562227325672139,0.000509086341493215,0.03103777783831964,0.00328995315589763,0.005184026210815155,0.0039426437163099706,0.0035729448238385167,0.0036488883926745416,0.00012674378102233696,0.0029318477569863356,0.0030429948809055033,0.0004805839620544631,0.0006773114166289011,0.0033824472987408175,4.376583622192641e-05,0.00267872872763911,0.0006320927407371694,0.0015771076349778252,0.003534907682251613,0.0,0.0026908794347516697,0.0007590228482970919,0.001151700040011999,0.003285520456467148,1.7938435491792296e-06,0.003182080527065436,0.00048293130113737906,0.0011073675144869298,0.0034892780063205636,1.232316833349126e-06,0.002383461831889677,0.0031619747782685214,5.073356769089859e-05,0.004380776739232414
0.03421519212191235,0.053285190249539746,0.021798924788036612,0.020271872722771703,0.02716454322111117,0.022690166578225545,0.25379833335354796,0.22114345007814457,0.0023232953421896117,1.979964083887569e-05,0.09499342547115361,0.000729961387614618,0.017981407461386587,0.003658893339496698,0.09251960835264358,0.008579748553152421,0.0014080050528208485,0.00990156215386369,0.0021325437511248145,0.002646350361518749,0.004370880948735808,0.0017140852163709402,8.333646101953534e-05,0.00012154653071094309,0.0046671812941756164,0.0005327673015722454,0.029968652202196678,0.003739745037331113,0.005551526516536395,0.004889916601587213,0.0037310803954616837,0.005113878458827123,0.00013409464046341298,0.002335175811996154,0.003113065296179291,0.0004711488927310319,0.0008802511355094024,0.003206308974976967,0.0,0.0025202010144198084,0.0008173602417474392,0.0011490227569419856,0.0032426280159331576,2.500551583648487e-06,0.003021846677055356,0.0007097348727183343,0.0008197919160936329,0.003157911690162474,0.0,0.002555790240857131,0.0006760185669990847,0.0010897157964406083,0.004078038832154145,0.0,0.002595038047892611,0.003544114311627123,4.955949168595361e-05,0.004083811278212023
