i2_health,age,household_size,cantril_ladder,r1_1,r1_2,protective_behaviour_nomask_scale,week_number,within_mandate_period,state_New South Wales,state_Northern Territory,state_Queensland,state_South Australia,state_Tasmania,state_Victoria,state_Western Australia,gender_Male,i9_health_Not sure,i9_health_Yes,employment_status_Not working,employment_status_Part time employment,employment_status_Retired,employment_status_Unemployed,i11_health_Not sure,i11_health_Somewhat unwilling,i11_health_Somewhat willing,i11_health_Very unwilling,i11_health_Very willing,WCRex1_Somewhat badly,WCRex1_Somewhat well,WCRex1_Very badly,WCRex1_Very well,WCRex2_A lot of confidence,WCRex2_Don't know,WCRex2_No confidence at all,WCRex2_Not very much confidence,PHQ4_1_N/A,PHQ4_1_Nearly every day,PHQ4_1_Not at all,PHQ4_1_Prefer not to say,PHQ4_1_Several days,PHQ4_2_N/A,PHQ4_2_Nearly every day,PHQ4_2_Not at all,PHQ4_2_Prefer not to say,PHQ4_2_Several days,PHQ4_3_N/A,PHQ4_3_Nearly every day,PHQ4_3_Not at all,PHQ4_3_Prefer not to say,PHQ4_3_Several days,PHQ4_4_N/A,PHQ4_4_Nearly every day,PHQ4_4_Not at all,PHQ4_4_Prefer not to say,PHQ4_4_Several days,d1_comorbidities_No,d1_comorbidities_Prefer_not_to_say,d1_comorbidities_Yes
0.045516098531382804,0.05972388485240869,0.028177648497505505,0.03655495631052618,0.03739450929681195,0.04084829205246701,0.09887860292778652,0.173252704929587,0.10762049685016946,0.020915595425347613,0.001229649246895051,0.020908959612180027,0.007935398526949486,0.0074255618717605975,0.046008809177528844,0.02849493280343664,0.011004574214335852,0.006039601298757745,0.00986984342596177,0.006513703246216627,0.008887060801189145,0.007253683676382673,0.006460956576573169,0.0015719886083407012,0.002269104486297471,0.006957841183626416,0.002577151175933027,0.010922364146186681,0.007218249751155344,0.008712630657089928,0.006298723802678748,0.008080924228515966,0.00925450884659418,0.0029094257449932023,0.004570993887975925,0.007390307110802046,0.0028243054919301807,0.00474069559192662,0.00698254777891063,0.0009615103223294102,0.007173663851126226,0.0027464960406400306,0.0041746970155697805,0.006594356627965887,0.0011278245211461522,0.006929557959341175,0.002730227920338301,0.004435151703561353,0.00638964305706967,0.001041115248675141,0.007320948411584165,0.0027855341572021563,0.004485548784843824,0.006572104599656085,0.0011562443372721682,0.006691330705016396,0.006964344737954812,0.001726618471326988,0.007795794882262884
0.04617320066900261,0.05915823407995129,0.028208939348567937,0.036307622530332234,0.036829049311129534,0.040955603939463694,0.09746148891383861,0.16884397022999761,0.11526790953758918,0.020417267572682765,0.0012055883578826919,0.02061381676449437,0.0079383434408686,0.007483416950423459,0.04648738155691064,0.027604223994992978,0.0110789653354586,0.006020452293204492,0.009570326021265695,0.00660700651943139,0.00900274566091945,0.007447985692438802,0.0063878087284788875,0.0015403108697421555,0.002408042350996117,0.0072145010410414,0.0027269825552869937,0.010941488246895286,0.007056803697366873,0.008759989236796668,0.006280658998515402,0.007884634773541392,0.008999745615559829,0.0028401296008408665,0.0044574504689626525,0.007283413459360098,0.0027964396802256813,0.0047466247827572,0.007142966451767734,0.0010147055402752703,0.007019295070417272,0.002824297587883913,0.0041344974539113365,0.0065369945943152515,0.0011453667667859447,0.006904872109373368,0.0028253068377514794,0.00450950134133511,0.006369995647185253,0.0009855767028474865,0.0071068370315538745,0.002861649749984839,0.00439265993204878,0.00675677002570731,0.0011339460760780833,0.006678595212086437,0.00688295678700724,0.0017112527490513378,0.008053393505418465
0.04647465473194283,0.059518118372147225,0.028287661726863943,0.036063580711981916,0.03738795510046331,0.041410026708677404,0.09907522557046423,0.16365222673301452,0.11639034608024275,0.021771241985762087,0.0011731949142939266,0.021014442371548956,0.008150274773630065,0.006278285783195609,0.0465538951849744,0.026717010543195422,0.011278281289724416,0.006090355607523942,0.009918338679767474,0.006529286872749647,0.008879007934797215,0.0073122266122007396,0.00646536512098773,0.0015848997018010264,0.0023688800321025848,0.007088601425543104,0.0029172573417281305,0.011065337163022496,0.007150303256432009,0.008992673523460892,0.00630411815780014,0.00804691856167025,0.008982640345693205,0.0028480859786521743,0.004559870302967872,0.00740829918154803,0.002727823145002623,0.004626862226076893,0.007165965863331297,0.0009802360893589426,0.006999990930522363,0.0026427376042889622,0.004133323030324361,0.006548252970768512,0.0011417633245956096,0.006813904651098555,0.002853772653508063,0.004467125195116141,0.006395604900652726,0.0009993954357236864,0.007191089196392372,0.002788896443766341,0.004412183152964141,0.006726880709153013,0.0011091454178095079,0.00672729054836044,0.006997146563352826,0.0016231695260310675,0.00821855203922999
0.04663196978293339,0.059162016422670605,0.02843112259420953,0.036547286140721606,0.03742000020796798,0.04109050771099759,0.09639306033171909,0.17140964747325646,0.10930323324116743,0.02029783781697184,0.0012670581182921282,0.022135855508451176,0.0077287273513568615,0.007369143122784498,0.04494093779020946,0.02859538937234681,0.011415392338154423,0.00616248715210508,0.009977957029538432,0.006533176057032698,0.009032624046121172,0.007265414193016802,0.006550596023002506,0.0015224818924662788,0.0023025090707497285,0.007057701814148894,0.0028537635332030395,0.010971526984238252,0.0071980599898093835,0.008677874301648215,0.0062998612578606845,0.008229232214204987,0.00899516750367964,0.002839050417711011,0.004495325796780746,0.007453033699038238,0.002683159661055799,0.004669334442388131,0.0070961707487744155,0.0009940859685474924,0.007160238212751128,0.0029118358140162804,0.004205300744401991,0.006764240388221328,0.001131102884954302,0.006981425208151039,0.0028432081503273194,0.004580686711676057,0.006431001006138962,0.0009804207098932254,0.007342857182646896,0.0026995581869470003,0.004542655933797382,0.006794724669309792,0.0010821279067840359,0.006752089941658575,0.0069550756051695,0.0016362250854243467,0.008205446536398205
0.04628849046428227,0.05919695275855763,0.02798084278638653,0.036023973117797335,0.037394424520758404,0.040940750468313074,0.09632542579712439,0.17079167420023042,0.1096370232671079,0.021467409834890303,0.0012411857075841093,0.021386932483609986,0.00830966817772138,0.007222624155032806,0.047775881634405666,0.02765987230745294,0.011094495022945034,0.0062343534104371745,0.009976855226804826,0.006681322307200947,0.008980984834993782,0.007076091746354431,0.006377927783285818,0.0015931969696912642,0.0023384550330119926,0.007197604200443437,0.0029633160582924587,0.011010312176777972,0.007197653005485005,0.008858769581197514,0.006352773738767603,0.008245992174057743,0.009046950980882727,0.0029071918889574167,0.004551497302832465,0.007435391674816676,0.002699004668718746,0.004775184121038254,0.007072017008857718,0.0010607548288090716,0.0071516399852048175,0.0027446709773799385,0.00419988141803714,0.006544113651406755,0.0011927986907520646,0.006953372115938275,0.00276411742238542,0.004592425118949779,0.006290607832919744,0.0010284298857148539,0.007136397861263712,0.0027338917940220565,0.0044744335008300926,0.006630104549464329,0.0010487182914967563,0.006712751326294453,0.006824634059459709,0.0016219328088725783,0.00798385128369236
0.045799568409667604,0.05902533327251124,0.027954888768509135,0.036417979218885406,0.037360610120042596,0.04069614267951671,0.10111116142181578,0.1675969068872507,0.11458262837181489,0.021428156514551926,0.001142792432328616,0.02056160034842679,0.007967512574821091,0.007182043833003306,0.04617010772543838,0.027187233839628188,0.011165923861173599,0.005872542647211153,0.009696705757216033,0.006388505962466996,0.008934066898289955,0.0072679476864160025,0.006397451298260924,0.0015687015569231574,0.00233828230259081,0.007019470228639445,0.0028246530521534086,0.010887969871668512,0.007045009552250083,0.008772885804647208,0.006115643525326351,0.008191649276323997,0.009118134249663932,0.0027854982668466632,0.004536195084946457,0.007365710671218316,0.0026969625638491625,0.0046691979582522605,0.006874466238190531,0.0010052428300291573,0.007078533282468201,0.002776832948163063,0.004229560434952914,0.006607204823793183,0.001116889978097353,0.006866652631875374,0.0028918163254037644,0.0044933672263433,0.006289911996266888,0.0009599538228481777,0.007045773978842518,0.002769366795759266,0.004335561196085981,0.006621530522011505,0.001122583608161437,0.006779134821581963,0.006816257627405212,0.0016697055933884348,0.007805878823785034
0.045961674671374485,0.05915545003802712,0.02839540529426546,0.03631633961926592,0.03745259021092367,0.040507611257169035,0.09708099002835098,0.16888226832575987,0.11357333115853772,0.021514422483310962,0.0011291212236512259,0.021437633775018602,0.008065299445391427,0.007049025043195581,0.04600784730486555,0.02804165798899625,0.011103112413960194,0.006134651336495832,0.009818101807847432,0.006469557145618093,0.008844995411978907,0.007398159839127283,0.006416351297225852,0.0015441180917877607,0.002332377799537198,0.006929427117427829,0.002929968906329336,0.010914997810026627,0.007112310644210301,0.008820197369925887,0.006288892369805368,0.008126168695541919,0.009035659568750028,0.0030156101276183427,0.004433880065727791,0.007303863125271039,0.002785696412361437,0.0047157046283954245,0.006929592271335147,0.001002033081854001,0.0070477232102717545,0.002669277544545068,0.004220446367561068,0.006647180363624757,0.001225844039900631,0.006916282058639445,0.003009413274137749,0.004488263722594858,0.006253596180638078,0.0010061814707682545,0.007061928964821264,0.00284943747676146,0.004369882375738669,0.006720415111638035,0.001092940566475907,0.006721606408032219,0.007116941667889523,0.0016903849703924746,0.007916159019305766
0.04656805038990644,0.05981133900076658,0.028139005969595787,0.03604542895842773,0.037493615471018496,0.04183728589292934,0.09547430656503615,0.16764882760245034,0.11366161324801943,0.021791308900628286,0.001255084128506238,0.02056445906396665,0.008150173913654846,0.00669316744845246,0.046397131675387955,0.02836477268536076,0.01116060176075255,0.005903011665207679,0.009832147525736202,0.006651540852677165,0.009079063734876333,0.00730726956505902,0.006483670953049759,0.001626078721876796,0.002419953982439163,0.007007393196573197,0.0026238699149837546,0.011028000877764187,0.007161465055630574,0.00887466421915782,0.006276349768328513,0.008051380311450185,0.008921409077868637,0.0027710853510503983,0.004579317973644465,0.007597698391034493,0.0029031539244542357,0.004699842212478748,0.006999030623562251,0.0010133717824418905,0.00715933925194617,0.0027828405798198106,0.00427227938410814,0.006530900854728885,0.0011697063709816239,0.006759975528564353,0.002739675262964308,0.004566261156935247,0.006384076631183053,0.0010056800886390973,0.007141580014565472,0.002679639019924763,0.00461474639574403,0.00664568857728391,0.0010686911186811624,0.0068505913393059285,0.007049171290734291,0.0017069482394308053,0.008005266538253421
0.046015063738141765,0.05900798450856238,0.028124984435966,0.03601125584723903,0.03767826864159796,0.04047175470016196,0.09559662254912683,0.17467606697970176,0.10820044550504865,0.020494066521790023,0.0012901833753521056,0.021082665014305484,0.008030383255816034,0.007329465921733018,0.04911218125486396,0.02715063127886463,0.011221865620122822,0.006151942145534061,0.009883373747921255,0.006520885350796349,0.008886744671821099,0.0072608465513014355,0.006486549639421848,0.0015862233943546846,0.0022481332704282187,0.006991096922906389,0.002974086413667422,0.010741593949676068,0.00721675440211193,0.008835842651526983,0.006235601740460342,0.008087246760204949,0.009205430132167666,0.002815998946704788,0.00448656618650149,0.0074974991667405904,0.002697088731645381,0.004749951297466461,0.006939531206013459,0.0009788732701780966,0.007159383514398668,0.0028410468305335498,0.004164743267376867,0.006738804242250774,0.0011670329675015087,0.006796499875683899,0.00280276406874734,0.004488115863229545,0.006359363441081992,0.0009766207643880568,0.007031285801464623,0.0028442907785854905,0.004423505490150991,0.00674277173894138,0.0011053551866287829,0.006753943135397187,0.007018519288695835,0.001601250400114109,0.008012953646883982
0.046318778332907776,0.05924813329259994,0.02787685728223071,0.03592995105579342,0.037254093470622286,0.04110991142278676,0.09784118413929423,0.17678948720498303,0.10458525355288073,0.020462574693977227,0.0010813002656208301,0.02082787368638532,0.007935976298662084,0.007391988012064231,0.048642854571210245,0.027082184285564925,0.011077801603981348,0.0060104491893234885,0.009797663931701764,0.00654662084217919,0.008859315778720275,0.007259874869615496,0.0065668052696255695,0.0015855058242583372,0.002263098379190457,0.007078639976580909,0.0029188925779913416,0.010860197237945148,0.0071596547650183365,0.008822542309157553,0.006218128543881472,0.008121636935366423,0.008974096952920155,0.0029464494186495107,0.004474902587662487,0.007258628264625358,0.0029302979902220356,0.004712002701425206,0.00703609883016334,0.0010043723979605982,0.00707651832411586,0.0027443985405197317,0.004236599510314692,0.006622680480241738,0.0011615555384430873,0.006969092468342588,0.002720252363463475,0.004503460970250145,0.006410588073645951,0.0010006485352671468,0.007152352269811207,0.0028152417559890205,0.004427286818238743,0.006674323281133533,0.001163939087709872,0.00670044382446119,0.007099561404005305,0.0017027201922207402,0.007956257816076501
