i2_health,age,household_size,cantril_ladder,r1_1,r1_2,week_number,within_mandate_period,state_New South Wales,state_Northern Territory,state_Queensland,state_South Australia,state_Tasmania,state_Victoria,state_Western Australia,gender_Male,i9_health_Not sure,i9_health_Yes,employment_status_Not working,employment_status_Part time employment,employment_status_Retired,employment_status_Unemployed,i11_health_Not sure,i11_health_Somewhat unwilling,i11_health_Somewhat willing,i11_health_Very unwilling,i11_health_Very willing,WCRex1_Somewhat badly,WCRex1_Somewhat well,WCRex1_Very badly,WCRex1_Very well,WCRex2_A lot of confidence,WCRex2_Don't know,WCRex2_No confidence at all,WCRex2_Not very much confidence,PHQ4_1_N/A,PHQ4_1_Nearly every day,PHQ4_1_Not at all,PHQ4_1_Prefer not to say,PHQ4_1_Several days,PHQ4_2_N/A,PHQ4_2_Nearly every day,PHQ4_2_Not at all,PHQ4_2_Prefer not to say,PHQ4_2_Several days,PHQ4_3_N/A,PHQ4_3_Nearly every day,PHQ4_3_Not at all,PHQ4_3_Prefer not to say,PHQ4_3_Several days,PHQ4_4_N/A,PHQ4_4_Nearly every day,PHQ4_4_Not at all,PHQ4_4_Prefer not to say,PHQ4_4_Several days,d1_comorbidities_No,d1_comorbidities_Prefer_not_to_say,d1_comorbidities_Yes
0.029731011,0.012205077,0.011378761,0.011446879,0.032705475,0.012328102,0.021965342,0.069844924,0.031652488,0.017013006,0.033956934,0.013844079,0.023580875,0.0600549,0.054802746,0.011809978,0.017320547,0.024407774,0.011826871,0.012954902,0.011668554,0.011591771,0.014355125,0.012749776,0.015816694,0.015037403,0.047900937,0.0104662115,0.011238147,0.011812306,0.010895255,0.013571567,0.01223294,0.011567191,0.011169332,0.010155926,0.012644204,0.010986746,0.009707433,0.010088753,0.016085522,0.010802777,0.010495127,0.009795243,0.010690578,0.012576235,0.011241663,0.011626541,0.010298198,0.0112707615,0.012944267,0.010939419,0.011085406,0.012580162,0.01081772,0.010899681,0.013801124,0.011562655
0.029736903,0.0123272855,0.011493998,0.011523273,0.033874717,0.011992522,0.022148527,0.06300255,0.037120674,0.014127586,0.029481899,0.01390774,0.028035171,0.06141029,0.057965763,0.011818684,0.017314827,0.02356811,0.011283766,0.0125250155,0.011526843,0.012084218,0.014446783,0.012131197,0.01608254,0.014914898,0.050803933,0.0111727165,0.010462047,0.011401784,0.011208879,0.012670397,0.012486055,0.010666313,0.0107907355,0.009539142,0.012948756,0.0107259555,0.0112678595,0.010336221,0.012961361,0.011519314,0.01091739,0.010555692,0.010622842,0.011903304,0.011676837,0.0118739605,0.010879981,0.01074587,0.011017645,0.0113409115,0.011414628,0.013757145,0.010504733,0.01091483,0.013960302,0.011106752
0.029489694,0.012031341,0.011318899,0.011542674,0.031474955,0.011694896,0.021428969,0.072275005,0.034316406,0.01263961,0.032455683,0.013636507,0.022739485,0.056020897,0.05127108,0.011793021,0.016750522,0.026232535,0.011790897,0.012349286,0.012783107,0.011400427,0.015956206,0.013410896,0.01569189,0.017819498,0.046960093,0.011141757,0.010699364,0.01151882,0.011347218,0.011937807,0.011939009,0.011054486,0.010656523,0.009739849,0.013248874,0.010701536,0.012752938,0.010295518,0.01595959,0.010508142,0.010911117,0.010856686,0.011015955,0.014945312,0.011489935,0.011861334,0.009232426,0.011034201,0.013979371,0.011126207,0.011606313,0.013563133,0.010430723,0.011119616,0.014675012,0.011376655
0.02955591,0.011865152,0.011110971,0.011443372,0.031226045,0.012098129,0.021440474,0.09001486,0.029420238,0.013579472,0.037703,0.013469646,0.021723906,0.051582884,0.059308343,0.011645167,0.0151238,0.02244925,0.010778741,0.011888883,0.01176491,0.011642113,0.015150622,0.011160631,0.016682426,0.016511787,0.044325843,0.009944596,0.010619463,0.010745343,0.0105597,0.012924213,0.012440515,0.01049235,0.011250671,0.009396403,0.012506329,0.010164892,0.010296926,0.010113099,0.018485563,0.010594324,0.011209258,0.011943369,0.009959642,0.0137081705,0.012333018,0.01177225,0.0118100885,0.010871791,0.010385273,0.011028778,0.011471443,0.013847837,0.009925046,0.010272393,0.013467931,0.0107927825
0.028915001,0.011977449,0.011229246,0.011619692,0.03448715,0.011800964,0.021303203,0.08156186,0.030089354,0.013603609,0.03537457,0.013969517,0.024091084,0.04998383,0.0579245,0.011889705,0.016025653,0.02557293,0.011336352,0.011984449,0.011557067,0.011321109,0.015661167,0.013911268,0.015147783,0.018107962,0.0450615,0.010225669,0.010962973,0.010972409,0.01127722,0.012472403,0.012311884,0.010602318,0.0110294325,0.009165231,0.01303623,0.010489076,0.013350208,0.010042337,0.013175474,0.010937724,0.010978679,0.01249083,0.010204924,0.012485626,0.0118076205,0.011213182,0.009726628,0.011015209,0.010532709,0.010787337,0.011924352,0.013896033,0.010582743,0.010515017,0.015044442,0.011236184
0.030454958,0.012105938,0.0112328855,0.011758728,0.031934828,0.011709754,0.021738641,0.07822742,0.032018326,0.014817809,0.035199456,0.013882031,0.022020897,0.049548306,0.058674555,0.011831026,0.016642306,0.025535118,0.011220533,0.0126768015,0.010912662,0.01102066,0.012444877,0.011674407,0.015234184,0.016737266,0.04613069,0.011293757,0.010497648,0.010914719,0.011685964,0.013212593,0.012213603,0.010869677,0.010830578,0.009789729,0.013604233,0.011219814,0.012960629,0.010093285,0.014676037,0.011342869,0.010841281,0.010817184,0.010660991,0.0134592,0.011921605,0.011630344,0.010148121,0.010704589,0.013552466,0.010342526,0.012217764,0.013134437,0.010360693,0.010702334,0.015522646,0.011393673
0.0297365,0.011933967,0.011171894,0.011664106,0.03212731,0.011849371,0.021315118,0.08339276,0.030977622,0.013467632,0.03732563,0.013002495,0.02571685,0.049677223,0.057314195,0.011729517,0.015499719,0.023684125,0.010957798,0.012360844,0.0110673355,0.010933845,0.013009046,0.011858227,0.016826514,0.01528877,0.048664395,0.010598303,0.010870786,0.011489302,0.01152304,0.013077083,0.012603526,0.010892467,0.010523099,0.008941993,0.013371771,0.010634387,0.010486,0.0101514775,0.01232123,0.010924158,0.011236817,0.01035652,0.010105807,0.016229104,0.011765883,0.011257451,0.012441343,0.0110946875,0.013414827,0.011918369,0.012043534,0.011830914,0.010556174,0.0106932,0.013269438,0.0108244475
0.029666742,0.012289933,0.011346098,0.011610232,0.03402877,0.011965473,0.023041436,0.04557297,0.040133983,0.016123869,0.023954056,0.01401577,0.021692123,0.07846635,0.058220357,0.011983422,0.014864489,0.025081858,0.011404433,0.012543512,0.012747666,0.011793003,0.014608282,0.011606309,0.015326542,0.015507235,0.042883586,0.010400967,0.0104834,0.011396862,0.011457099,0.012378724,0.012551992,0.012080136,0.011440176,0.010335937,0.013182249,0.010574827,0.01306762,0.010757148,0.01877796,0.011222054,0.011194138,0.011707725,0.011288191,0.014472123,0.011469454,0.01231761,0.011683902,0.011097351,0.009241791,0.011311271,0.011317406,0.013659039,0.0107038915,0.010890383,0.013817073,0.011243015
0.029762352,0.0120127825,0.011218047,0.01156927,0.030867228,0.011456213,0.021260526,0.076146,0.032334153,0.015045737,0.034606516,0.013200736,0.025034735,0.054942816,0.058451604,0.011918833,0.01644893,0.02258174,0.011061484,0.012484976,0.011670063,0.011300515,0.011565969,0.012320971,0.015498741,0.015107681,0.05175131,0.010194625,0.010358737,0.011673366,0.011760096,0.012302873,0.012485245,0.01143044,0.011179487,0.009279974,0.012841482,0.010980101,0.01400802,0.0098892525,0.013746723,0.009857554,0.010825991,0.01262344,0.010087791,0.012727463,0.011202212,0.011496881,0.00994386,0.010724201,0.015318963,0.010984901,0.011225183,0.013348399,0.010992853,0.010803584,0.01289639,0.011189914
0.030028494,0.012247565,0.011387291,0.011613846,0.032900315,0.012212716,0.021961374,0.063944146,0.036186807,0.013759572,0.030486125,0.014132794,0.023049917,0.06539732,0.055372532,0.011468173,0.017050244,0.023056168,0.011013456,0.012564898,0.011958457,0.011642969,0.015254287,0.011890118,0.016093114,0.0150398575,0.049788825,0.010685933,0.010764468,0.010790686,0.011252362,0.01273903,0.012140566,0.010786111,0.011092429,0.008920452,0.012998402,0.010406296,0.01089814,0.010308155,0.016667675,0.011133774,0.01123166,0.012215332,0.01085109,0.014073549,0.010765949,0.011750791,0.009147475,0.011119773,0.0112838205,0.011092711,0.011357034,0.01450648,0.0105056465,0.010873281,0.014756954,0.011382479
