i2_health,age,household_size,cantril_ladder,r1_1,r1_2,week_number,state_New South Wales,state_Northern Territory,state_Queensland,state_South Australia,state_Tasmania,state_Victoria,state_Western Australia,gender_Male,i9_health_Not sure,i9_health_Yes,employment_status_Not working,employment_status_Part time employment,employment_status_Retired,employment_status_Unemployed,i11_health_Not sure,i11_health_Somewhat unwilling,i11_health_Somewhat willing,i11_health_Very unwilling,i11_health_Very willing,WCRex1_Somewhat badly,WCRex1_Somewhat well,WCRex1_Very badly,WCRex1_Very well,WCRex2_A lot of confidence,WCRex2_Don't know,WCRex2_No confidence at all,WCRex2_Not very much confidence,PHQ4_1_N/A,PHQ4_1_Nearly every day,PHQ4_1_Not at all,PHQ4_1_Prefer not to say,PHQ4_1_Several days,PHQ4_2_N/A,PHQ4_2_Nearly every day,PHQ4_2_Not at all,PHQ4_2_Prefer not to say,PHQ4_2_Several days,PHQ4_3_N/A,PHQ4_3_Nearly every day,PHQ4_3_Not at all,PHQ4_3_Prefer not to say,PHQ4_3_Several days,PHQ4_4_N/A,PHQ4_4_Nearly every day,PHQ4_4_Not at all,PHQ4_4_Prefer not to say,PHQ4_4_Several days,d1_comorbidities_No,d1_comorbidities_Prefer_not_to_say,d1_comorbidities_Yes
0.14852879985559198,0.07990328521376441,0.042720510466414924,0.051541488829241006,0.10023025411150618,0.05318070796886138,0.07782466480328931,0.03213778497946851,0.0025198246352121333,0.010280411544744001,0.010588651999444644,0.0054637511180439064,0.006527207041070189,0.012533250217238053,0.019130336697669014,0.01403071708381999,0.01920481624194931,0.008710770019301194,0.014538458574356943,0.010102553303095386,0.008810565998160973,0.0017867359092611128,0.0034909628282823396,0.010295792549164235,0.003297748077661962,0.018935376549541468,0.008457426160972212,0.015686474412675632,0.006625043834000291,0.012751698281215623,0.015135226907934394,0.003498551623517315,0.0031781600830136534,0.008985326354920001,0.0028852797766388285,0.007680040996506033,0.010887109372523095,0.000989109380002489,0.011510652767686626,0.002834346853177896,0.005973395653987553,0.010564458015736956,0.0011239031300505134,0.010923186007153949,0.002995416258119541,0.006637963210924634,0.010551623376008297,0.0008735167730927073,0.01190250390468063,0.0027019506145184308,0.007475131046047617,0.01128815481656233,0.001190194387441996,0.010631525017920635,0.01307173346439043,0.0015715442957693702,0.013103926606655795
0.15256699624804446,0.07995890773980385,0.04204587009884603,0.051540074167053626,0.10054268479185649,0.05222850582483855,0.0786849172298458,0.0336172604860062,0.002129494954759187,0.010286183410481764,0.01038817041094541,0.005920042063159371,0.0066383175363795574,0.010934535701176792,0.01876083762001275,0.014029386792012185,0.019107319124322383,0.008214975698657609,0.014654135375324288,0.009828723666591757,0.00906018896454931,0.0019935790216932996,0.004007410516016844,0.010295046820742925,0.003323511098267829,0.019612121459088545,0.009047462449078848,0.015227465319833912,0.006168616343678494,0.012640969881810866,0.014835683364148393,0.003458709629732295,0.0033622320778238695,0.008834800105014383,0.0030327476566256754,0.007726616086541364,0.010862573427090952,0.00072697345794703,0.01151372493372189,0.0028079941798886503,0.005508564771658901,0.01038876786128529,0.0012036449644442229,0.010452560401578825,0.0028077683317878585,0.0064878905410706185,0.010208904982522051,0.0009397358948580087,0.011889559327663602,0.0027479563046968075,0.006946036022697128,0.010731913748103216,0.0010190564028110445,0.010890686635340936,0.01281275784752687,0.0015163568946979296,0.012832073333843244
0.15431086988666906,0.07963266557474112,0.04212900013635533,0.05114891570668714,0.10070029331134432,0.05254060503312856,0.07771335419554873,0.03364287236397795,0.002163495980562882,0.010034070923093495,0.010038382338334526,0.005703096648493155,0.006806513677953831,0.012399747091641385,0.01859350086261904,0.014378733178992626,0.01856395395398417,0.00828360850875704,0.014336993810554297,0.009728206716349207,0.008947130539211949,0.002097929184295345,0.003556515340529619,0.010328237107622127,0.00392480841615138,0.019569782587096372,0.008618259144880932,0.015147100850915746,0.0063056139445034735,0.012543520199932994,0.014934753817424713,0.00349105777809964,0.0033522372227646627,0.008716010425105121,0.002921802090681966,0.0077309221572089675,0.010774467737268773,0.0007441343749931339,0.011213508407190367,0.0029212137930068765,0.005736719347098582,0.010196211517293495,0.0011889529924177982,0.010805112154358757,0.0027825559896805857,0.006296983527192016,0.010077397265723403,0.0009404608859543175,0.011492850497818773,0.002950808598889843,0.007561651963690146,0.01070534281048097,0.0009851233530822842,0.010453842088169787,0.012864710011363873,0.001587755486267264,0.01268563649184604
0.15754957782216214,0.07992859540930732,0.04202911644836843,0.05059442021497664,0.0993389523824054,0.053119804829616354,0.07890595414521477,0.03351178184446394,0.0023260991755883714,0.010143264747638967,0.0096373599814057,0.0057344431469861625,0.006551770019233405,0.012115879704866985,0.018118313943359856,0.01288725145795139,0.018289138734322682,0.008411733273857133,0.014692280874650479,0.010374341610067565,0.008943095228975961,0.0018651494813254359,0.004279231744917766,0.010231104480332986,0.0035452366771233285,0.018647615020969746,0.008931010288288146,0.015079625736268303,0.006145402769494273,0.01256924465512951,0.014867225514408196,0.0034373398442336467,0.003215533584107809,0.008360282892508796,0.0028270440084276734,0.007590689710334429,0.010855956534275665,0.0008466600649722023,0.011276913925184347,0.002821322971878814,0.005743946746950474,0.010128584315782832,0.0011530102300569224,0.010739514655138968,0.0028285974140186405,0.0066464144019038355,0.010369544019716749,0.0008008033153775455,0.01162304751054653,0.0027123089149386635,0.007027297696422554,0.010908926813345841,0.0010072875869386927,0.010404580344507138,0.012753054780225237,0.0017438111046780653,0.012813505249850704
0.1551502309976329,0.08059663610745507,0.042242921383181156,0.051051036002168905,0.10093106896263578,0.052397515476181766,0.07940702881757518,0.03238413206499459,0.002109135517303126,0.009860357815517333,0.009905649897747502,0.005954208309551506,0.006161531911912831,0.011863757497374497,0.01829442964947071,0.014972045662778186,0.018625554200210805,0.008440308835142003,0.014171372041197878,0.00981321978672107,0.009055214258272465,0.002001691379434763,0.003535183362140785,0.009952489921963127,0.0038757063197284876,0.018996924113662092,0.008457082850874374,0.01491047873722276,0.006321796521454926,0.01243399102487807,0.015130936851104504,0.0032680382738862366,0.0030399009866238385,0.008808574497242995,0.002667314941815206,0.007544014419397325,0.010919095677921927,0.0007360632207449405,0.011474565411679736,0.0028754568556870388,0.005671931612158756,0.010297965454687811,0.0013075070185050387,0.010549333926061425,0.0027166659236567553,0.006347092734555565,0.010271033062747957,0.0008856519261465137,0.011657038501330876,0.002823925767297722,0.0074886137832756265,0.010983051996492238,0.0009876807204850203,0.0105283483588747,0.013013899151958714,0.001689761013332338,0.012443838485944506
0.15498903517665644,0.07864403990952215,0.04173319637668873,0.051053064778771855,0.10063161925902935,0.05341031131682965,0.07891773836731582,0.03325567077188401,0.002310027253582084,0.010121477955739698,0.010294055201324065,0.005662218963555674,0.007182680573946236,0.012402808900026416,0.018823531326304682,0.014236594796276794,0.01837303176009084,0.00811238857627288,0.014783358218338866,0.009925032206522655,0.008783450337787005,0.0019205098056520032,0.003815031969250134,0.010318542255634083,0.0032939402056180807,0.018484552155693834,0.008483913670424843,0.014799234926912366,0.0062711163881657185,0.012837219810842012,0.014469563777380071,0.003240247630317554,0.0034134574491553973,0.00891023051104402,0.003009641580503821,0.007553756909585513,0.010814186714420884,0.0008315357875011739,0.011521224137178574,0.0028785674807516306,0.005589784535909308,0.010193198496946812,0.0012174404790314044,0.011117334672038712,0.003088427015236941,0.006708536900358627,0.010007277993652652,0.0008319166888044357,0.01183688211706708,0.0027998066887140877,0.007299545554378481,0.010428015990250658,0.0010188089026251649,0.010315783249694763,0.012641277046934643,0.0016289099010912372,0.012765248574767473
0.1533475989823758,0.08061321376148964,0.042099402076676916,0.05114658046426233,0.10050537372736125,0.05322837930541513,0.0775477756678471,0.03419586051926672,0.0023080487261457274,0.010285782780778739,0.010002814798575003,0.006027693144919791,0.00683994083089729,0.012433301075272758,0.018655948964658282,0.014093558236917906,0.01907308093466333,0.008379023589349444,0.014852801834514713,0.010269831515384369,0.008969683136042005,0.0017997901003776711,0.003568652784702643,0.010123659272787782,0.003641357811097159,0.018484771697891787,0.008498018518172359,0.015255150053806635,0.005855916365203879,0.013010495284767424,0.014821457580290484,0.0029716517345985743,0.0031713535991524508,0.008839889810686279,0.0028615496504603537,0.007256484169704322,0.010659113830740361,0.0007363514010314491,0.011506012836647636,0.002706028814467434,0.005219332228768141,0.010143010040173239,0.0012824753877240375,0.010728567155979281,0.002904688837538982,0.006691405815552904,0.010120083774974253,0.0008426546782858682,0.011864748812082215,0.002923816870804763,0.007124392391458578,0.01117068719409081,0.0009954085330264196,0.010568311197035135,0.012659226488838524,0.0014930904646277498,0.012624700739638185
0.1519318203319536,0.08067543524402804,0.04244564977926345,0.0507888574673598,0.10149415351714201,0.05268401001529417,0.07813948831433734,0.0336012209931622,0.0022585036939429134,0.009879102109470241,0.009907696666192607,0.005959761357801077,0.007296258125871502,0.012060812922344472,0.01829462790358577,0.013920083510099202,0.018972301037486008,0.008420599016789956,0.014749869184043182,0.010158937205032562,0.009069947187594662,0.0019003103172357673,0.003510016529547669,0.010181397984699941,0.0033830455639875536,0.0184642708533344,0.008532608968976278,0.015149066322612174,0.006315183497486193,0.012469358402510409,0.014957210267369497,0.0030759967624554145,0.0033828087969314004,0.008794291805569399,0.0029550511322149185,0.00743075221955961,0.011012607487058946,0.0008599973362558521,0.011216582945282095,0.0027513969682980695,0.005594605072573007,0.010089146486291911,0.0012458431839272642,0.010713839566163235,0.0028236545854544684,0.006747624712691457,0.010189927110613584,0.0009260393468477998,0.011678355237211665,0.0028668091357041676,0.0076152257405907135,0.010925081318093686,0.0009989768170289431,0.010590282353044177,0.013335474188356776,0.0016445198672487516,0.012963505533978088
0.1523483959132731,0.08037124211464663,0.042177170292393436,0.05079244651259217,0.10012734917846998,0.052437301984203794,0.07824421740138941,0.03294107024129179,0.0021286890719602576,0.01063522457416572,0.009947973917372385,0.006334179761672391,0.007130893498356142,0.012622075300952721,0.018726216198441944,0.013752555957443449,0.018326139457573474,0.008765135003433506,0.014454353564034643,0.010639838033746483,0.009152579477708834,0.0018022172800844325,0.0036883900521521218,0.009781007330645072,0.003379814824936717,0.019146835709569182,0.008694985422079691,0.014961405425751865,0.0063609638177666876,0.012908717710959422,0.014856384209709257,0.0029678000233407144,0.0034229003680095052,0.008637823402659024,0.0029900576011380247,0.0076038697155989135,0.010750233218152437,0.000806003730885838,0.011485139523166862,0.0028671911864507965,0.005736802468324891,0.010380288002236825,0.0012697933761796874,0.010858530902270045,0.003083845164179302,0.006426451567454116,0.010354051474539732,0.0008335893402588006,0.011709937971592225,0.002924171931141129,0.00699241238821351,0.01106408607590108,0.0009960805112878323,0.010754253234127514,0.012727278896718021,0.0017404218787485757,0.012981216808647916
0.15349932337281977,0.08047845247428517,0.041930344654965084,0.05116559056229612,0.10052559781621079,0.05279063963915448,0.07873036200930594,0.03320109222091052,0.002203367981399135,0.009814150403977305,0.01008754053889258,0.005694887782531753,0.007148016272830624,0.012402109569852117,0.01815086130322231,0.013769928504762571,0.018783895771541936,0.008364787659778513,0.01442562484221018,0.00979702131937536,0.00922988123939273,0.002044226457581167,0.0035730188842649124,0.009903246054428858,0.003881501637070909,0.018308432533076402,0.008489605532505499,0.015230244650024618,0.0065500987121820935,0.012543107035125399,0.0147883654127613,0.0032669231369129564,0.003241682534851728,0.00863192386250839,0.0029824434818620303,0.008001220856605644,0.010952071797209943,0.0007848342402043959,0.011298947443948038,0.0028651811278305587,0.00563216464062012,0.010149568640059052,0.001269203499089323,0.010755649168827413,0.002961483226215935,0.006700791202806101,0.010611933730490197,0.0008669206391952633,0.011383038529964189,0.002785133599328876,0.007322687439952402,0.010814994701348087,0.0011049225857453632,0.010831681967986522,0.012710273242361363,0.0015221438897889004,0.013046857965551209
