i2_health,age,household_size,cantril_ladder,r1_1,r1_2,protective_behaviour_nomask_scale,week_number,within_mandate_period,state_New South Wales,state_Northern Territory,state_Queensland,state_South Australia,state_Tasmania,state_Victoria,state_Western Australia,gender_Male,i9_health_Not sure,i9_health_Yes,employment_status_Not working,employment_status_Part time employment,employment_status_Retired,employment_status_Unemployed,i11_health_Not sure,i11_health_Somewhat unwilling,i11_health_Somewhat willing,i11_health_Very unwilling,i11_health_Very willing,WCRex1_Somewhat badly,WCRex1_Somewhat well,WCRex1_Very badly,WCRex1_Very well,WCRex2_A lot of confidence,WCRex2_Don't know,WCRex2_No confidence at all,WCRex2_Not very much confidence,PHQ4_1_N/A,PHQ4_1_Nearly every day,PHQ4_1_Not at all,PHQ4_1_Prefer not to say,PHQ4_1_Several days,PHQ4_2_N/A,PHQ4_2_Nearly every day,PHQ4_2_Not at all,PHQ4_2_Prefer not to say,PHQ4_2_Several days,PHQ4_3_N/A,PHQ4_3_Nearly every day,PHQ4_3_Not at all,PHQ4_3_Prefer not to say,PHQ4_3_Several days,PHQ4_4_N/A,PHQ4_4_Nearly every day,PHQ4_4_Not at all,PHQ4_4_Prefer not to say,PHQ4_4_Several days,d1_comorbidities_No,d1_comorbidities_Prefer_not_to_say,d1_comorbidities_Yes
0.0066818814,0.007702309,0.007063206,0.006996745,0.00823497,0.007565778,0.046651386,0.015970035,0.3989894,0.030062223,0.009123632,0.040254068,0.0085223615,0.02090883,0.01740665,0.05831209,0.0065959315,0.0071126726,0.008441284,0.008152012,0.007081876,0.0077488925,0.0067172814,0.006030991,0.0072346963,0.006649275,0.010383991,0.012636762,0.006248734,0.005699044,0.0067153997,0.0073108724,0.007875256,0.0063678827,0.0074249823,0.0062964386,0.006757698,0.006127515,0.0065008868,0.009652772,0.0059054354,0.007931046,0.0066154394,0.006646487,0.008660708,0.0063169957,0.009859009,0.0060698683,0.006495546,0.0064069517,0.005968174,0.0075646043,0.00589507,0.0069952677,0.008092747,0.0056854654,0.0060416213,0.0069819544,0.007658964
0.0068500536,0.0076867235,0.0070365374,0.0072116777,0.008207445,0.008003307,0.049048156,0.01595435,0.3901662,0.03158299,0.0087687615,0.04231068,0.008474556,0.020388799,0.014165899,0.059221417,0.0065425495,0.007407605,0.008062575,0.007872844,0.006947113,0.007551766,0.0068626073,0.005288272,0.0073825982,0.00748495,0.01081554,0.012699788,0.006619036,0.005963625,0.007144335,0.007592666,0.0079017375,0.0065769916,0.0072096605,0.0067696553,0.007343179,0.0066301506,0.006511986,0.008609642,0.0058917725,0.008632149,0.006301156,0.0074160183,0.006952538,0.006304367,0.012249732,0.0061277887,0.006419351,0.0059099947,0.0062938333,0.009453208,0.005967898,0.007099291,0.007307308,0.0060024466,0.006074989,0.007006065,0.0077216383
0.0068794545,0.00782973,0.007004092,0.007045181,0.008044057,0.007766015,0.048460446,0.016094496,0.3867023,0.03424498,0.010015945,0.0392608,0.008695044,0.022390118,0.017943207,0.062249362,0.006559476,0.0072070477,0.008719563,0.008393032,0.006853814,0.0076796855,0.006928688,0.0050719315,0.006198393,0.006607277,0.011400863,0.012404577,0.006850296,0.005794186,0.0065686977,0.0074454234,0.008316966,0.006381586,0.0076790326,0.006915715,0.0067539006,0.0067293392,0.0065216487,0.009515954,0.00612691,0.008164399,0.0065960446,0.007014959,0.007514903,0.0058493037,0.007372071,0.006188824,0.0063684164,0.0077169137,0.0059113856,0.007164708,0.0063712257,0.006881141,0.008056614,0.0057847505,0.005823735,0.007157151,0.007814306
0.0066866777,0.0075556585,0.006987057,0.0068303645,0.007735677,0.0076053045,0.04698663,0.015515292,0.40089905,0.030964525,0.008994089,0.041385356,0.009297642,0.021223644,0.014282319,0.062128104,0.0064187404,0.007691698,0.008056252,0.007939183,0.0064701336,0.007813994,0.006592611,0.0049057095,0.0068699596,0.0064332145,0.0097578,0.012128445,0.0062936856,0.005462607,0.0066889967,0.0070142946,0.007911355,0.006309379,0.007005651,0.006453326,0.0068642357,0.006714083,0.0061150263,0.009274295,0.005943314,0.009068229,0.006582107,0.0070569445,0.0069680107,0.0059012785,0.009350096,0.0061391685,0.0065214923,0.0056044636,0.006510226,0.008710241,0.006304868,0.0068961536,0.008038223,0.0057123452,0.0059077246,0.0069190455,0.0076040663
0.0065575107,0.007395458,0.006732427,0.0066843345,0.0077468473,0.007203105,0.047392074,0.015350092,0.4166173,0.028568797,0.008909118,0.038682867,0.007984064,0.020444164,0.015288281,0.055934574,0.006227518,0.007124159,0.008105478,0.008289025,0.0068227784,0.0069995234,0.0065660733,0.0050132703,0.0067187063,0.00674148,0.009966588,0.012205996,0.0061359336,0.005522768,0.006718906,0.006996069,0.0075499057,0.006615888,0.0077886735,0.0064609027,0.006849411,0.006516586,0.0062058144,0.007804383,0.0059194374,0.009220702,0.006554401,0.006852122,0.00685323,0.0057898527,0.008940297,0.0056966706,0.0060225558,0.007323434,0.0060279723,0.008621522,0.0059586014,0.00653655,0.008105128,0.005713183,0.006168727,0.006619554,0.007639191
0.0068847444,0.007843853,0.0070588817,0.0071901507,0.00819631,0.0076997634,0.04806375,0.015871117,0.3855924,0.03079669,0.008008146,0.04174914,0.008586953,0.021667399,0.014339636,0.064955235,0.006524317,0.0076633,0.008402731,0.008527174,0.007115019,0.008499254,0.00707251,0.005405068,0.0070873876,0.0067286813,0.010739396,0.012836102,0.0064803627,0.0058206534,0.0066641145,0.0073164753,0.008482287,0.006252838,0.007574219,0.0068853362,0.00681333,0.0071375174,0.006093421,0.009280394,0.0059175575,0.008230666,0.006193206,0.0072464314,0.008999702,0.006175042,0.010174824,0.006190472,0.006698794,0.006123736,0.0062351,0.008205027,0.0060251313,0.006935268,0.007546229,0.005956913,0.0062119192,0.0070035453,0.008024371
0.0068167895,0.007789644,0.007106483,0.0070849815,0.008155537,0.0078120483,0.049265474,0.016261073,0.38691482,0.032063484,0.009930411,0.03882193,0.008425801,0.02105675,0.016939769,0.059142545,0.006661343,0.0071646147,0.008216568,0.008083854,0.007082417,0.007458384,0.0063871783,0.0051347194,0.0069837403,0.0069784843,0.011039404,0.012796753,0.0065297293,0.0058115222,0.007030691,0.0074607995,0.008152307,0.0064379466,0.007475041,0.0066983793,0.0069683967,0.0064549726,0.006564873,0.010441991,0.0061696107,0.010204517,0.006641807,0.006754533,0.0089570545,0.006171544,0.009794051,0.006551235,0.0065714577,0.0060379882,0.006079247,0.0076977094,0.0064024557,0.0071991314,0.008255151,0.0059927255,0.0060501206,0.0067651686,0.008102737
0.006849559,0.0078060864,0.0070775393,0.0072116614,0.008276874,0.0077486904,0.049880005,0.016284876,0.38470772,0.031128818,0.0093741305,0.041686643,0.007927352,0.022869922,0.014327416,0.0628311,0.006544311,0.008276283,0.008196167,0.008039658,0.0075340583,0.007894313,0.0066113262,0.005432857,0.007711261,0.006782421,0.009761528,0.012847571,0.0065291133,0.006143679,0.0069771656,0.0072272504,0.008396661,0.006191771,0.0076178377,0.0066758897,0.006945914,0.006355763,0.0065463157,0.007941645,0.005952873,0.008726106,0.0063417093,0.007003145,0.0074017537,0.0061683794,0.00890019,0.006313968,0.0066814492,0.0069132545,0.0061685015,0.009707444,0.005921938,0.006973288,0.008270525,0.005983748,0.006003727,0.007630177,0.0077687055
0.006831717,0.007607219,0.0069183735,0.007144666,0.008136282,0.0077661234,0.048059586,0.016134497,0.38650066,0.03250175,0.008742464,0.040425975,0.008741846,0.022934288,0.014993139,0.058615983,0.0063374657,0.0075592054,0.008094599,0.008355828,0.0071604205,0.0074553103,0.0067356313,0.0051412885,0.0065940535,0.0071640983,0.011192823,0.013033104,0.006229058,0.0055926275,0.006796867,0.00725838,0.008047409,0.0069804657,0.007729901,0.006222035,0.0067464667,0.0065453434,0.006448308,0.008366463,0.006180058,0.011223974,0.0062068147,0.0073431395,0.008242431,0.0062949266,0.014008702,0.005825577,0.006222003,0.007016964,0.006147569,0.0080018295,0.0059148073,0.0066805515,0.0078086313,0.006077183,0.005801365,0.0074737696,0.0076880464
0.006961013,0.007891969,0.007315609,0.007390583,0.008322709,0.0077187354,0.04956452,0.016621541,0.37746724,0.031345695,0.008863045,0.038914975,0.008675612,0.022779807,0.01783725,0.059219293,0.0065865004,0.0073437905,0.008776792,0.00836568,0.007371301,0.007981367,0.0072783586,0.0053168703,0.0074667004,0.0072574685,0.011191048,0.012998818,0.006774985,0.0058488506,0.0074486677,0.007387597,0.007893593,0.007445705,0.0076546916,0.006641694,0.007558393,0.006683972,0.006418874,0.010140908,0.0060411626,0.009236237,0.006676401,0.0074751247,0.007571363,0.006339466,0.009926375,0.006108414,0.006377293,0.0074962243,0.006158864,0.008406584,0.0060279276,0.0071372986,0.007765206,0.0062268646,0.0065723844,0.007571917,0.008162695
